strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,genbank_accession,host,mutational_fitness,pango_lineage,recency,region,url,author,accession,originating_lab,submitting_lab,logistic_growth
BGD/DNAS_DRICM_isl_MLS-4/2020,7/12/2020,2,20B,Bangladesh,,Bangladesh,,202029,MT860690,Homo sapiens,0.4,B.1.1.25,Older,Asia,,Khan et al B,,,,
BGD/BCSIR-JU-25/2021,2/14/2021,6,20B,Bangladesh,,Dhaka,,202107,MZ562491,Homo sapiens,0.53,B.1.1.25,Older,Asia,,Adnan et al B,,,,
RUS/SPb-117/2021,1/22/2021,6,20B,Russia,,Russia,,202103,MW750605,Homo sapiens,0.64,AT.1,Older,Europe,,Gladkikh et al,,,,
BGD/GRBL_S9/2020,10/5/2020,2,20B,Bangladesh,,Dhaka,,202041,MW532098,Homo sapiens,0.42,B.1.1.25,Older,Asia,,Jamiruddin et al B,,Nihad Adnan,Gonoshasthaya-RNA Molecular Diagnostics and Research Center,
BGD/GRBL_S14/2020,12/15/2020,2,20B,Bangladesh,,Dhaka,,202051,MW532101,Homo sapiens,0.43,B.1.1.25,Older,Asia,,Jamiruddin et al C,,Mohd. Raeed Jamiruddin,Gonoshasthaya-RNA Molecular Diagnostics and Research Center,
BGD/BCSIR_NILMRC_328/2020,6/3/2020,2,20B,Bangladesh,,Bangladesh,,202023,MT846005,Homo sapiens,0.41,B.1.1.25,Older,Asia,,Sarkar et al A,,,,
BGD/GRBL_S10/2020,10/17/2020,2,20B,Bangladesh,,Dhaka,,202042,MW532099,Homo sapiens,0.39,B.1.1.25,Older,Asia,,Jamiruddin et al D,,Mohd. Raeed Jamiruddin,Gonoshasthaya-RNA Molecular Diagnostics and Research Center,
BGD/BCSIR_NILMRC_208/2020,6/27/2020,1,20B,Bangladesh,,Bangladesh,,202026,MT731742,Homo sapiens,0.38,B.1.1.25,Older,Asia,,Sarkar et al B,,,,
BGD/BCSIR_NILMRC_248/2020,7/7/2020,1,20B,Bangladesh,,Khulna,,202028,MT762944,Homo sapiens,0.39,B.1.1.25,Older,Asia,,Sarkar et al C,,,,
BGD/BCSIR-JU-01/2020,11/20/2020,2,20B,Bangladesh,,Dhaka,,202047,MZ562477,Homo sapiens,0.44,B.1,Older,Asia,,Adnan et al C,,,,
BGD/BSMMU-9/2020,12/3/2020,2,20B,Bangladesh,,Bangladesh,,202049,MZ148598,Homo sapiens,0.45,B.1.1.25,Older,Asia,,Jahan et al B,,,,
AUS/VIC1718/2020,5/19/2020,2,20F,Australia,,Victoria,,202021,MT612301,Homo sapiens,0.44,D.2,Older,Oceania,,Caly et al O,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC15589/2020,10/2/2020,2,20F,Australia,,Victoria,,202040,MW184165,Homo sapiens,0.43,D.2,Older,Oceania,,Seemann et al G,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC11948/2020,9/9/2020,2,20F,Australia,,Victoria,,202037,MW277484,Homo sapiens,0.43,D.2,Older,Oceania,,Seemann et al H,,Victorian Infectious Diseases Reference Laboratory (VIDRL),The Peter Doherty Institute for Infection and Immunity,
AUS/TAS278/2020,7/19/2020,2,20F,Australia,,Tasmania,,202030,MT973342,Homo sapiens,0.44,D.2,Older,Oceania,,Sait et al I,,Royal Hobart Hospital Microbiology Department,The Peter Doherty Institute for Infection and Immunity,
AUS/VIC2919/2020,7/8/2020,2,20F,Australia,,Victoria,,202028,MT969727,Homo sapiens,0.44,D.2,Older,Oceania,,Sait et al J,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/GC-243/2020,8/4/2020,2,20F,Australia,,Australia,,202032,MZ410618,Homo sapiens,0.44,D.2,Older,Oceania,,Chamings et al A,,,,
AUS/GC-316/2020,8/21/2020,2,20F,Australia,,Australia,,202034,MZ410619,Homo sapiens,0.44,D.2,Older,Oceania,,Chamings et al B,,,,
AUS/VIC15729/2020,10/4/2020,2,20F,Australia,,Victoria,,202041,MW184576,Homo sapiens,0.44,D.2,Older,Oceania,,Seemann et al I,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC14250/2020,9/21/2020,2,20F,Australia,,Victoria,,202039,MW185184,Homo sapiens,0.44,D.2,Older,Oceania,,Seemann et al J,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/NT53/2020,6/30/2020,2,20F,Australia,,Northern Territory,,202027,MT972098,Homo sapiens,0.44,D.2,Older,Oceania,,Sait et al K,,Royal Darwin Hospital Pathology,The Peter Doherty Institute for Infection and Immunity,
AUS/NT51/2020,7/2/2020,2,20F,Australia,,Northern Territory,,202027,MT972099,Homo sapiens,0.44,D.2,Older,Oceania,,Sait et al L,,Royal Darwin Hospital Pathology,The Peter Doherty Institute for Infection and Immunity,
AUS/VIC12767/2020,7/29/2020,2,20F,Australia,,Victoria,,202031,MW276788,Homo sapiens,0.44,D.2,Older,Oceania,,Seemann et al K,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC8535/2020,8/14/2020,2,20F,Australia,,Victoria,,202033,MW153393,Homo sapiens,0.44,D.2,Older,Oceania,,Caly et al P,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC12636/2020,8/2/2020,2,20F,Australia,,Victoria,,202032,MW277303,Homo sapiens,0.44,D.2,Older,Oceania,,Seemann et al L,,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
USA/LA-BIE-LSUH000773/2020,8/23/2020,1,20B,USA,,Louisiana,,202035,MZ457477,Homo sapiens,0.34,B.1,Older,North America,,Crabtree et al A,,,,
IND/GBRC545b/2021,1/1/2021,1,20B,India,,India,,202053,MZ292131,Homo sapiens,0.4,B.1.1.216,Older,Asia,,Soni et al A,,,,
LR992045,4/11/2020,1,20B,Italy,,Apulia,,202015,LR992045,Homo sapiens,0.34,B.1.1,Older,Europe,,Chiara et al,,"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari",UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES,
CZE/IAB_14/2020,4/27/2020,1,20B,Czech Republic,,Czech Republic,,202018,MT517426,Homo sapiens,0.35,B.1.1,Older,Europe,,Broz et al,,,,
LR963401,6/1/2020,1,20B,Zimbabwe,,Zimbabwe,,202023,LR963401,Homo sapiens,0.34,B.1.1,Older,Africa,,Alikhan et al E,,National Microbiology Reference Laboratory,Quadram Institute Bioscience,
GHA/WACCBIP_nCoV_GS14/2020,8/24/2020,1,20B,Ghana,,Ghana,,202035,MW523399,Homo sapiens,0.35,B.1.1,Older,Africa,,Ngoi et al F,,,,
GHA/WACCBIP_nCoV_GS43/2020,7/24/2020,1,20B,Ghana,,Ghana,,202030,MW523415,Homo sapiens,0.34,B.1.1.485,Older,Africa,,Ngoi et al G,,,,
GHA/nmimr-SARS-CoV-2-NTRA-8993/2020,11/6/2020,2,20B,Ghana,,Ghana,,202045,MW598433,Homo sapiens,0.36,B.1.1.98,Older,Africa,,Adu et al B,,,,
PAK/AKUs64/2020,7/11/2020,1,20B,Pakistan,,Pakistan,,202028,MW433741,Homo sapiens,0.34,B.1.1,Older,Asia,,Ghanchi et al E,,,,
NZL/20VR3066/2020,5/9/2020,1,20B,New Zealand,,New Zealand,,202019,MZ332401,Homo sapiens,0.35,B.1.1,Older,Oceania,,Geoghegan et al E,,,Institute of Environmental Science and Research,
USA/TG670162/2020,4/5/2020,1,20B,USA,,Arizona,,202015,MZ905789,Homo sapiens,0.34,B.1.1,Older,North America,,Bowers et al A,,Paradigm Labs - Pima County,The Translational Genomics Research Institute COVID submission group,
GRC/255_32525/2020,3/11/2020,1,20B,Greece,,Athens,,202011,MT459913,Homo sapiens,0.35,B.1.1,Older,Europe,,Kassela et al B,,,,
USA/OH-QDX-3421/2020,6/14/2020,1,20B,USA,,Ohio,,202025,MW521760,Homo sapiens,0.34,B.1.1.263,Older,North America,,Rosenthal et al S,,,,
LR992121,8/29/2020,1,20B,Italy,,Apulia,,202035,LR992121,Homo sapiens,0.38,B.1.1.229,Older,Europe,,Chiara et al,,"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari",UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES,
LR992120,9/9/2020,1,20B,Italy,,Apulia,,202037,LR992120,Homo sapiens,0.38,B.1.1.229,Older,Europe,,Chiara et al,,"Istituto Zooprofilattico Sperimentale Puglia e Basilicata; Dipartimento di Bioscienze, Biotecnologie e Biofarmaceutica dell’Università degli Studi di Bari “A.Moro”; Istituto di Biomembrane. Bioenergetica e Biotecnologie Molecolari del Consiglio Nazionale delle Ricerche di Bari",UNIVERSITY OF MILAN. DEPT. OF BIOSCIENCES,
USA/AK-PHL6680/2020,9/21/2020,2,20B,USA,,Alaska,,202039,MZ233557,Homo sapiens,0.41,B.1.1.186,Older,North America,,DeRonde et al B,,,,
BRA/684/2020,12/17/2020,3,20B,Brazil,,Brazil,,202051,MZ397161,Homo sapiens,0.51,B.1.1.28,Older,South America,,Pylro et al M,,,,
ARM/UW-ARM9/2020,7/30/2020,1,20B,Armenia,,Armenia,,202031,MZ230727,Homo sapiens,0.48,B.1.1,Older,Asia,,Roychoudhury et al G,,,,
USA/GA-QDX-3454/2020,8/13/2020,1,20B,USA,,Georgia,,202033,MW521703,Homo sapiens,0.35,B.1.1.135,Older,North America,,Rosenthal et al T,,,,
CHN/HN07/2020,4/2/2020,1,20B,China,,China,,202014,MT412340,Homo sapiens,0.35,B.1.1,Older,Asia,,Li et al L,,,,
BHR/341067576/2020,11/21/2020,1,20B,Bahrain,,Bahrain,,202047,MW342097,Homo sapiens,0.36,B.1.1,Older,Asia,,Alwasti et al J,,,,
Iceland/3688/2020,7/31/2020,1,20B,Iceland,,Iceland,,202031,OU164541,Homo sapiens,0.35,B.1.1.232,Older,Europe,,Jonsson et al C,,The National University Hospital of Iceland,DECODE GENETICS,
Iceland/4943/2020,8/19/2020,2,20B,Iceland,,Iceland,,202034,OU166511,Homo sapiens,0.34,B.1.1.232,Older,Europe,,Jonsson et al D,,The National University Hospital of Iceland,DECODE GENETICS,
CZE/CzechiaMotol_1899/2020,3/17/2020,1,20B,Czech Republic,,Czech Republic,,202012,MT371573,Homo sapiens,0.35,B.1.1,Older,Europe,,Kramna et al,,,,
SYC/G9497/2020,10/2/2020,2,20B,Seychelles,,Seychelles,,202040,OK377421,Homo sapiens,0.34,B.1.1.122,One month ago,Africa,,Githinji et al V,,,,
POL/IHG_PAS_8_30/2020,9/5/2020,2,20B,Poland,,Poland,,202036,MW127549,Homo sapiens,0.36,B.1.1.277,Older,Europe,,Hryhorowicz et al,,,,
Iceland/4653/2020,11/7/2020,2,20B,Iceland,,Iceland,,202045,OU166042,Homo sapiens,0.41,B.1.1.277,Older,Europe,,Jonsson et al E,,deCODE genetics,DECODE GENETICS,
mink/DK/AD6_Farm1/2020,6/14/2020,2,20B,Denmark,,Denmark,,202025,MT919527,Mink,0.31,B.1.1.298,Older,Europe,,Hammer et al,,,,
NZL/20CV0285/2020,3/25/2020,1,20B,New Zealand,,Taranaki,,202013,OK426788,Homo sapiens,0.35,B.1.1,One month ago,Oceania,,Ren et al AY,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
NZL/20CV0288/2020,3/26/2020,1,20B,New Zealand,,Canterbury,,202013,OK427146,Homo sapiens,0.35,B.1.1,One month ago,Oceania,,Ren et al AZ,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
SLE/KGH-G-8549/2020,3/31/2020,1,20B,Sierra Leone,,Sierra Leone,,202014,MT872502,Homo sapiens,0.35,B.1.1,Older,Africa,,Goba et al D,,Kenema Government Hospital,Kenema Government Hospital,
LR963432,4/1/2020,1,20B,Zimbabwe,,Zimbabwe,,202014,LR963432,Homo sapiens,0.35,B.1.1,Older,Africa,,Alikhan et al F,,National Microbiology Reference Laboratory,Quadram Institute Bioscience,
Mexico/SEARCH-100622/2021,2/2/2021,1,20B,Mexico,,Baja California,,202105,OK547430,Homo sapiens,0.4,B.1.1.362,One week ago,North America,,Andersen et al L,,"SEARCH Alliance San Diego with Idanya Rubi Serafin Higuera, Manuel Sanchez Alavez, Jorge Luis Jimenez Niebla, German Ibarra, Jonathan Vincent Baena, Oscar Efren Zazueta Fierro with the help of Centro de Diagnostico COVID-19 UABC Tijuana",SEARCH Alliance San Diego,
IRN/3279/2020,12/5/2020,3,20B,Iran,,Iran,,202049,MZ314342,Homo sapiens,0.4,B.1.160,Older,Asia,,Abbasalipour Bashash et al B,,,,
PAK/JRCGR_SCV-97_QTA-01/2021,2/1/2021,3,20B,Pakistan,,Pakistan,,202105,MZ328043,Homo sapiens,0.45,B.1.1.413,Older,Asia,,Irfan et al G,,,,
Switzerland/BL-ETHZ-33336104/2021,6/29/2021,5,20B,Switzerland,,Basel-Land,B.1.1.318,202126,OU571189,Homo sapiens,0.82,AZ.2,Older,Europe,,? L,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
NZL/20CV0449/2020,10/19/2020,1,20B,New Zealand,,Canterbury,,202043,OK426691,Homo sapiens,0.41,B.1.1.397,One month ago,Oceania,,Ren et al BA,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
Japan/Donner81/2020,8/3/2020,1,20B,Japan,,Kanto,,202032,BS000759,Homo sapiens,0.43,B.1.1.214,Older,Asia,,Kosaki et al P,,,,
Japan/Donner387/2021,1/13/2021,2,20B,Japan,,Kanto,,202102,BS001055,Homo sapiens,0.54,B.1.1.214,Older,Asia,,Kosaki et al Q,,,,
Japan/Donner405/2021,2/6/2021,1,20B,Japan,,Kanto,,202105,BS001071,Homo sapiens,0.43,B.1.1.214,Older,Asia,,Kosaki et al R,,,,
Japan/Donner399/2021,1/30/2021,1,20B,Japan,,Kanto,,202104,BS001066,Homo sapiens,0.44,B.1.1.214,Older,Asia,,Kosaki et al S,,,,
Japan/Donner333/2020,12/15/2020,3,20B,Japan,,Kanto,,202051,BS001004,Homo sapiens,0.48,B.1.1.214,Older,Asia,,Kosaki et al T,,,,
Japan/Donner109/2020,11/18/2020,1,20B,Japan,,Kanto,,202047,BS000786,Homo sapiens,0.44,B.1.1.214,Older,Asia,,Kosaki et al U,,,,
Japan/Donner178/2020,11/17/2020,1,20B,Japan,,Kanto,,202047,BS000853,Homo sapiens,0.43,B.1.1.214,Older,Asia,,Kosaki et al V,,,,
Japan/Donner322/2020,12/11/2020,1,20B,Japan,,Kansai,,202050,BS000993,Homo sapiens,0.43,B.1.1.214,Older,Asia,,Kosaki et al W,,,,
GHA/WACCBIP_nCoV_GS10/2020,7/29/2020,1,20B,Ghana,,Ghana,,202031,MW523395,Homo sapiens,0.34,B.1.1,Older,Africa,,Ngoi et al H,,,,
PAK/IoM-II/2021,1/7/2021,1,20B,Pakistan,,Pakistan,,202101,MZ348900,Homo sapiens,0.32,B.1.1.372,Older,Asia,,Yaqub et al B,,,,
CHL/Santiago-5120626/2020,6/8/2020,1,20B,Chile,,Chile,,202024,MW672142,Homo sapiens,0.35,B.1.1,Older,South America,,Barriga et al C,,,,
PHL/COVID-5127/2020,7/14/2020,1,20B,Philippines,,Manila,,202029,MT919782,Homo sapiens,0.4,B.1.1,Older,Asia,,Velasco et al I,,,,
NZL/21MV0065/2021,2/8/2021,1,20B,New Zealand,,New Zealand,,202106,OK433496,Homo sapiens,0.48,B.1.1,One month ago,Oceania,,Ren et al BB,,LabPLUS,Institute of Environmental Science and Research,
USA/TN-QDX-2887/2020,8/5/2020,1,20B,USA,,Tennessee,,202032,MW487286,Homo sapiens,0.38,B.1.1,Older,North America,,Rosenthal et al U,,Quest Diagnostics,Quest Diagnostics Inc,
LR884155,5/7/2020,1,20B,Spain,,Spain,,202019,LR884155,Homo sapiens,0.35,B.1.1,Older,Europe,,Viedma et al C,,Hospital Universitario La Paz,HOSPITAL UNIVERSITARY 12 DE OCTUBRE,
CHL/Santiago-5120649/2020,6/8/2020,1,20B,Chile,,Chile,,202024,MW672168,Homo sapiens,0.34,B.1.1,Older,South America,,Barriga et al D,,,,
CHL/op31d5/2020,5/7/2020,1,20B,Chile,,Region Metropolitana de Santiago,,202019,MW064261,Homo sapiens,0.34,B.1.1,Older,South America,,Neira et al,,,,
CHL/Santiago-PUC_MVL_0321/2020,5/9/2020,1,20B,Chile,,Chile,,202019,MW365066,Homo sapiens,0.34,B.1.1,Older,South America,,Direct Submission et al H,,,,
RUS/9895/2020,7/22/2020,1,20B,Russia,,Saratov,,202030,MW332238,Homo sapiens,0.34,B.1.1,Older,Europe,,Krasnov et al D,,,,
HongKong/Case1448/2020,7/12/2020,2,20B,Hong Kong,,Hong Kong,,202029,MW181721,Homo sapiens,0.36,B.1.1,Older,Asia,,Siu et al U,,,,
NZL/21CV0047/2021,1/6/2021,2,20B,New Zealand,,Canterbury,,202101,OK426796,Homo sapiens,0.39,B.1.1,One month ago,Oceania,,Ren et al BC,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
RUS/RU-Sar-471/2021,3/10/2021,1,20B,Russia,,Saratov,,202110,OK037181,Homo sapiens,0.36,B.1.1,Older,Europe,,Krasnov et al E,,,,
RUS/RU-Sar-780/2021,4/8/2021,1,20B,Russia,,Saratov,,202114,OK037173,Homo sapiens,0.34,B.1.1,Older,Europe,,Krasnov et al F,,,,
England/HECH-259A273/2020,5/26/2020,1,20B,United Kingdom,,England,,202022,OA965498,Homo sapiens,0.35,B.1.1,Older,Europe,,Johnson et al A,,"Microbiology Department, Hereford County Hospital",Wellcome Sanger Institute,
LR963378,6/1/2020,1,20B,Zimbabwe,,Zimbabwe,,202023,LR963378,Homo sapiens,0.34,B.1.1,Older,Africa,,Alikhan et al G,,National Microbiology Reference Laboratory,Quadram Institute Bioscience,
KOR/KCDC9349-NCCP43343/2020,7/28/2020,1,20B,South Korea,,South Korea,,202031,MW466798,Homo sapiens,0.34,B.1.1,Older,Asia,,Kim et al J,,,,
POL/PL_MCB_83/2020,6/6/2020,1,20B,Poland,,Poland,,202023,MW273865,Homo sapiens,0.35,B.1.1,Older,Europe,,Kowalski et al A,,,,
ARM/IMB1-2/2021,1/19/2021,2,20B,Armenia,,Armenia,,202103,MZ577123,Homo sapiens,0.52,B.1.1.163,Older,Asia,,Pavitra et al A,,,,
ARM/IMB2-2/2021,1/27/2021,2,20B,Armenia,,Armenia,,202104,MZ577126,Homo sapiens,0.55,B.1.1.163,Older,Asia,,Pavitra et al B,,,,
NZL/20CV0496/2020,11/1/2020,3,20B,New Zealand,,Canterbury,,202045,OK426876,Homo sapiens,0.4,B.1.1,One month ago,Oceania,,Ren et al BD,,Canterbury Health Laboratories,Institute of Environmental Science and Research,
Iceland/5865/2020,12/29/2020,2,20B,Iceland,,Iceland,,202053,OU167918,Homo sapiens,0.4,B.1.1,Older,Europe,,Jonsson et al F,,deCODE genetics,DECODE GENETICS,
OU026739,2/15/2021,2,20B,Poland,,Slaskie,,202107,OU026739,Homo sapiens,0.4,B.1.1.54,Older,Europe,,? K,,"Gyncentrum, Sosnowiec, Poland",COVID-HUB-PL,
IRQ/Thi-Qar-7/2021,4/27/2021,6,20B,Iraq,,Iraq,,202117,MZ555949,Homo sapiens,0.54,B.1.1.7,Older,Asia,,Al-Rashedi et al C,,,,
KEN/C95138/2021,3/5/2021,4,20B,Kenya,,Kenya,,202109,OK487845,Homo sapiens,0.69,B.1.1,One month ago,Africa,,Githinji et al W,,,,
KEN/C94282/2021,4/27/2021,4,20B,Kenya,,Kenya,,202117,OK487825,Homo sapiens,0.69,Q.4,One month ago,Africa,,Githinji et al X,,,,
IRQ/Samawa-61/2021,2/20/2021,2,20B,Iraq,,Iraq,,202107,MZ366446,Homo sapiens,0.53,B.1.1.7,Older,Asia,,Al-Rashedi et al D,,,,
OD917117,1/10/2021,6,"20I (Alpha, V1)",Poland,,Wielkopolskie,B.1.1.7 (Alpha),202102,OD917117,Homo sapiens,0.71,B.1.1,Older,Europe,,? K,,Szpital Pomnik Chrztu Polski,COVID-HUB-PL,
Estonia/Cov7705/2020,12/25/2020,6,"20I (Alpha, V1)",Estonia,,Estonia,B.1.1.7 (Alpha),202052,OU278369,Homo sapiens,0.73,B.1.1.7,Older,Europe,,Avi et al B,,,"Institute of Biomedicine and Translational Medicine, University of Tartu",
IRQ/Samawa-15/2020,12/29/2020,6,"20I (Alpha, V1)",Iraq,,Iraq,B.1.1.7 (Alpha),202053,MZ145301,Homo sapiens,0.73,B.1.1.7,Older,Asia,,Al-Rashedi et al E,,,,
WestBank/AAS49/2021,2/5/2021,5,"20I (Alpha, V1)",Palestine,,Nablus,B.1.1.7 (Alpha),202105,MW858237,Homo sapiens,0.72,B.1.1.7,Older,Asia,,Nasereddin et al A,,,,
WestBank/AAS54/2021,2/6/2021,5,"20I (Alpha, V1)",Palestine,,West Bank,B.1.1.7 (Alpha),202105,MW858241,Homo sapiens,0.69,B.1.1.7,Older,Asia,,Nasereddin et al B,,,,
FIN/87HEL-VE6-H10/2020,12/18/2020,6,"20I (Alpha, V1)",Finland,,Finland,B.1.1.7 (Alpha),202051,MW717677,Homo sapiens,0.74,B.1.1.7,Older,Europe,,Smura et al C,,,,
NLD/120421-16__2019-nCoV/2021,3/13/2021,6,"20I (Alpha, V1)",Netherlands,,Netherlands,B.1.1.7 (Alpha),202110,OK356627,Homo sapiens,0.75,B.1.1.7,One month ago,Europe,,Rumke et al A,,,,
DJI/NAMRU3_E38/2021,1/28/2021,7,"20I (Alpha, V1)",Djibouti,,Camp Lemonnier,B.1.1.7 (Alpha),202104,MZ394600,Homo sapiens,0.78,B.1.1.7,Older,Africa,,Arnold et al S,,,,
DJI/NAMRU3_C681/2021,1/20/2021,6,"20I (Alpha, V1)",Djibouti,,Camp Lemonnier,B.1.1.7 (Alpha),202103,MZ394583,Homo sapiens,0.76,B.1.1.7,Older,Africa,,Arnold et al T,,,,
SOM/NAMRU3_Mog_34/2021,2/28/2021,6,"20I (Alpha, V1)",Somalia,,Somalia,B.1.1.7 (Alpha),202109,OK018338,Homo sapiens,0.73,B.1.1.7,Older,Africa,,Arnold et al U,,,,
SOM/NAMRU3_Mog_24/2021,4/6/2021,6,"20I (Alpha, V1)",Somalia,,Benadir,B.1.1.7 (Alpha),202114,MZ394630,Homo sapiens,0.76,B.1.1.7,Older,Africa,,Arnold et al V,,,,
SOM/NAMRU3_Mog_10/2021,4/4/2021,6,"20I (Alpha, V1)",Somalia,,Benadir,B.1.1.7 (Alpha),202114,MZ394629,Homo sapiens,0.76,B.1.1.7,Older,Africa,,Arnold et al W,,,,
NLD/Rotterdam-UK1/2020,12/19/2020,6,"20I (Alpha, V1)",Netherlands,,Netherlands,B.1.1.7 (Alpha),202051,MW947280,Homo sapiens,0.75,B.1.1.7,One month ago,Europe,,Beumer et al,,,,
NLD/2012292__2019-nCoV/2021,5/20/2021,7,"20I (Alpha, V1)",Netherlands,,Netherlands,B.1.1.7 (Alpha),202120,OK356631,Homo sapiens,0.72,B.1.1.7,One month ago,Europe,,Rumke et al B,,,,
Pakistan/UHS2-Pak-63/2021,6/5/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,B.1.1.7 (Alpha),202122,OU597528,Homo sapiens,0.72,B.1.1.7,Older,Asia,,Tiwari et al C,,University of Health Sciences,Quadram Institute Bioscience,
SAU/KAIMRC-S836/2021,4/6/2021,6,"20I (Alpha, V1)",Saudi Arabia,,Jeddah,B.1.1.7 (Alpha),202114,OK081888,Homo sapiens,0.73,B.1.1.7,Older,Asia,,Alghoribi et al L,,,,
Pakistan/UHS2-Pak-305/2021,6/25/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,B.1.1.7 (Alpha),202125,OU607956,Homo sapiens,0.74,B.1.1.7,Older,Asia,,Tiwari et al D,,University of Health Sciences,Quadram Institute Bioscience,
Pakistan/UHS2-Pak-417/2021,7/22/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,B.1.1.7 (Alpha),202129,OU606083,Homo sapiens,0.76,B.1.1.7,Older,Asia,,Tiwari et al E,,University of Health Sciences,Quadram Institute Bioscience,
Pakistan/UHS2-Pak-107/2021,7/1/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,B.1.1.7 (Alpha),202126,OU598981,Homo sapiens,0.73,B.1.1.7,Older,Asia,,Tiwari et al F,,University of Health Sciences,Quadram Institute Bioscience,
IND/GBRC597/2021,2/20/2021,6,"20I (Alpha, V1)",India,,India,B.1.1.7 (Alpha),202107,MZ318037,Homo sapiens,0.73,B.1.1.7,Older,Asia,,Pandit et al C,,,,
BGD/ideSHi-B-302502004/2021,2/25/2021,7,"20I (Alpha, V1)",Bangladesh,,Dhaka,B.1.1.7 (Alpha),202108,MZ413982,Homo sapiens,0.73,B.1.1.7,Older,Asia,,Afrad et al C,,,,
BGD/ideSHi-IR-204/2021,4/12/2021,6,"20I (Alpha, V1)",Bangladesh,,Dhaka,B.1.1.7 (Alpha),202115,MZ413985,Homo sapiens,0.71,B.1.1.7,Older,Asia,,Afrad et al D,,,,
USA/VSP5105/2021,6/9/2021,7,"20I (Alpha, V1)",USA,,Pennsylvania,B.1.1.7 (Alpha),202123,MZ579463,Homo sapiens,0.73,B.1.1.7,Older,North America,,McCormick et al,,,,
NZL/21MV0418/2021,5/7/2021,8,"20I (Alpha, V1)",New Zealand,,New Zealand,B.1.1.7 (Alpha),202118,OK433489,Homo sapiens,0.78,B.1.1.7,One month ago,Oceania,,Ren et al BE,,Middlemore Hospital,Institute of Environmental Science and Research,
BGD/GC001/2021,1/31/2021,7,"20I (Alpha, V1)",Bangladesh,,Bangladesh,B.1.1.7 (Alpha),202105,MW624725,Homo sapiens,0.75,B.1.1.7,Older,Asia,,Mazumder et al,,,,
GHA/WACCBIP_nCoV_GS113/2021,1/6/2021,6,"20I (Alpha, V1)",Ghana,,Ghana,B.1.1.7 (Alpha),202101,MW571163,Homo sapiens,0.74,B.1.1.7,Older,Africa,,Morang'a et al,,,,
GHA/nmimr-SARS-CoV-2-NTRA-15141/2020,12/26/2020,7,"20I (Alpha, V1)",Ghana,,Ghana,B.1.1.7 (Alpha),202052,MW662163,Homo sapiens,0.74,B.1.1.7,Older,Africa,,Adu et al C,,,,
GHA/nmimr-SARS-CoV-2-NTRA-21-18674/2021,1/31/2021,6,"20I (Alpha, V1)",Ghana,,Ghana,B.1.1.7 (Alpha),202105,MZ150536,Homo sapiens,0.74,B.1.1.7,Older,Africa,,Adu et al D,,,,
GHA/nmimr-SARS-CoV-2-NTRA-21-21841/2021,2/4/2021,6,"20I (Alpha, V1)",Ghana,,Ghana,B.1.1.7 (Alpha),202105,MZ150548,Homo sapiens,0.73,B.1.1.7,Older,Africa,,Adu et al E,,,,
TGO/nmimr-TG-SARS-CoV-2-TGS-040-21/2021,1/12/2021,6,"20I (Alpha, V1)",Togo,,Togo,B.1.1.7 (Alpha),202102,MZ149971,Homo sapiens,0.74,B.1.1.7,Older,Africa,,Halatoko et al B,,,,
